,web,dist_sea,dist_city,stars,feedb,price,feedb_n,num_rooms,pool,kids,anim,location,dist_sea_km,dist_city_km,perks_n,amenities_n,Бар или ресторан,Бассейн,Бесплатный интернет,Джакузи,Для гостей с ограниченными возможностями,Кондиционер,Конференц-зал,Кухня,Можно курить,Парковка,Пляж рядом,Подходит для детей,Разрешено с домашними животными,Спа-услуги,Трансфер,Фитнес,tv_bin,brekf_bin,fridge_bin,heat_bin,iron_bin,smokefree_bin,invalid_bin
5442,https://ostrovok.ru/hotel/russia/sochi/mid7297770/elling_near_the_sea/,250.0,17300.0,0,0.0,4808,0,5.0,0,0,0,sochi,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5444,https://ostrovok.ru/hotel/russia/sochi/mid7299191/guest_house_on_demokraticheskaya_62a/,940.0,24100.0,0,0.0,3206,0,12.0,0,1,0,sochi,0.0,1.0,5,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
5445,https://ostrovok.ru/hotel/russia/sochi/mid7299379/guest_house_almari/,500.0,17400.0,0,0.0,3206,0,7.0,0,1,0,sochi,0.0,1.0,5,17,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5446,https://ostrovok.ru/hotel/russia/sochi/mid7301394/rodnik_guest_house_3/,980.0,48200.0,0,0.0,3206,0,13.0,0,1,0,sochi,0.0,1.0,5,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5447,https://ostrovok.ru/hotel/russia/sochi/mid7301433/guesthouse_on_tsiolkovskogo_street_43/,610.0,49500.0,3,0.0,5806,0,5.0,1,0,0,sochi,0.0,1.0,5,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
5448,https://ostrovok.ru/hotel/russia/sochi/mid7305144/guest_house_u_morya_3/,670.0,19000.0,0,0.0,3206,0,7.0,0,0,0,sochi,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5449,https://ostrovok.ru/hotel/russia/sochi/mid7373698/_julia_hotel/,700.0,3800.0,0,5.0,4808,0,23.0,1,0,0,sochi,0.0,1.0,5,26,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5450,https://ostrovok.ru/hotel/russia/sochi/mid7374084/mirit_otel_2/,220.0,513.9,0,6.8,5499,58,23.0,0,0,0,sochi,0.0,0.0,5,22,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5451,https://ostrovok.ru/hotel/russia/sochi/mid7374217/zhemchuzhina_hotel_complex/,240.0,1800.0,4,7.1,12346,1822,956.0,1,3,0,sochi,0.0,1.0,5,74,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5452,https://ostrovok.ru/hotel/russia/sochi/mid7380700/u_bocharova_ruchya_hotel/,1200.0,3500.0,3,8.9,3634,21,30.0,1,0,0,sochi,1.0,1.0,5,54,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5453,https://ostrovok.ru/hotel/russia/sochi/mid7380741/aks_mini_hotel_/,1200.0,3600.0,0,8.3,3269,62,10.0,0,1,0,sochi,1.0,1.0,5,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5454,https://ostrovok.ru/hotel/russia/sochi/mid7381093/villa_bavaria/,530.0,2600.0,0,6.9,3180,63,19.0,1,2,0,sochi,0.0,1.0,5,46,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
5455,https://ostrovok.ru/hotel/russia/sochi/mid7381269/paradise_park_hotel_/,280.0,18700.0,3,6.5,5806,21,30.0,0,0,0,sochi,0.0,1.0,5,13,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5456,https://ostrovok.ru/hotel/russia/sochi/mid7381375/mashuk_hotel/,1200.0,3500.0,0,7.0,4808,22,25.0,0,0,0,sochi,1.0,1.0,5,28,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5457,https://ostrovok.ru/hotel/russia/sochi/mid7382492/sharm_hotel/,240.0,18400.0,0,7.4,1843,19,22.0,1,2,0,sochi,0.0,1.0,5,31,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
5458,https://ostrovok.ru/hotel/russia/sochi/mid7382539/pansionat_bananoviy_ray/,530.0,18700.0,0,7.2,2437,15,19.0,1,0,0,sochi,0.0,1.0,5,16,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5459,https://ostrovok.ru/hotel/russia/sochi/mid7382702/grand_canyon_hotel_2/,6300.0,8400.0,3,7.8,2553,20,26.0,0,1,0,sochi,1.0,1.0,5,45,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5460,https://ostrovok.ru/hotel/russia/sochi/mid7384233/viktor_guest_house/,390.0,2100.0,0,7.1,3206,20,15.0,0,0,0,sochi,0.0,1.0,5,16,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
5461,https://ostrovok.ru/hotel/russia/sochi/mid7384330/villa_anna_hotel/,320.0,2000.0,0,8.3,7941,137,30.0,1,0,0,sochi,0.0,1.0,5,37,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
5462,https://ostrovok.ru/hotel/russia/sochi/mid7384722/bounty_hotel_4/,90.0,987.9,0,8.5,11915,187,70.0,0,1,0,sochi,0.0,0.0,5,56,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5463,https://ostrovok.ru/hotel/russia/sochi/mid7384796/vaterloo_hotel/,470.0,17600.0,3,8.9,4203,49,45.0,1,5,0,sochi,0.0,1.0,5,44,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
5464,https://ostrovok.ru/hotel/russia/sochi/mid7387143/villa_deja_vu_guest_house/,110.0,18300.0,2,9.1,3485,321,17.0,0,1,1,sochi,0.0,1.0,5,39,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5465,https://ostrovok.ru/hotel/russia/sochi/mid7387315/gavana_hotel/,60.0,23300.0,0,8.4,4624,162,27.0,0,1,0,sochi,0.0,1.0,5,30,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5466,https://ostrovok.ru/hotel/russia/sochi/mid7388206/odeon_hotel_2/,560.0,18800.0,0,8.1,5465,85,50.0,1,2,0,sochi,0.0,1.0,5,30,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5467,https://ostrovok.ru/hotel/russia/sochi/mid7388522/raduzhnyi_hotel/,960.0,2400.0,3,7.6,4428,115,24.0,0,0,0,sochi,0.0,1.0,5,22,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5468,https://ostrovok.ru/hotel/russia/sochi/mid7398838/roza_vetrov_hotel/,630.0,2500.0,4,8.2,10008,197,50.0,1,3,0,sochi,0.0,1.0,5,49,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
5469,https://ostrovok.ru/hotel/russia/sochi/mid7459786/rodina_grand_hotel_and_spa/,1300.0,3400.0,5,9.0,94800,155,39.0,1,0,0,sochi,1.0,1.0,5,40,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5470,https://ostrovok.ru/hotel/russia/sochi/mid7467375/sochibreeze_spa_hotel/,340.0,2200.0,0,8.0,8412,353,138.0,1,1,0,sochi,0.0,1.0,5,41,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
5471,https://ostrovok.ru/hotel/russia/sochi/mid7467390/chebotaryov_hotel/,720.0,1600.0,4,7.6,5775,236,74.0,1,2,0,sochi,0.0,1.0,5,49,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5472,https://ostrovok.ru/hotel/russia/sochi/mid7467604/redisson_lazurnaia_otel/,430.0,5800.0,0,8.0,20072,441,287.0,1,5,0,sochi,0.0,1.0,5,92,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
5473,https://ostrovok.ru/hotel/russia/sochi/mid7467615/marins_park_hotel_2/,170.0,1100.0,4,6.5,9444,1457,420.0,1,1,1,sochi,0.0,1.0,5,52,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5475,https://ostrovok.ru/hotel/russia/sochi/mid7606060/ecodom_sochi/,1000.0,3300.0,4,7.4,5880,50,23.0,0,0,0,sochi,1.0,1.0,5,14,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
5476,https://ostrovok.ru/hotel/russia/sochi/mid7608669/yozh_hostel_/,390.0,966.4,0,8.7,2905,27,3.0,0,0,0,sochi,0.0,0.0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
5477,https://ostrovok.ru/hotel/russia/sochi/mid7612908/akvarel_guest_house/,500.0,11400.0,0,9.0,2890,11,11.0,0,0,0,sochi,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5478,https://ostrovok.ru/hotel/russia/sochi/mid7616786/viva_hotel_5/,320.0,1300.0,2,6.9,3839,28,12.0,0,0,0,sochi,0.0,1.0,3,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
5479,https://ostrovok.ru/hotel/russia/sochi/mid7628413/prostor_guest_house/,540.0,14700.0,3,8.0,4221,11,32.0,0,0,0,sochi,0.0,1.0,5,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5480,https://ostrovok.ru/hotel/russia/sochi/mid7628415/varna_guest_house/,1400.0,3200.0,0,0.0,4808,0,32.0,0,0,0,sochi,1.0,1.0,5,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5481,https://ostrovok.ru/hotel/russia/sochi/mid7630374/ledis_guest_house/,1200.0,3600.0,0,9.5,4100,39,5.0,1,0,0,sochi,1.0,1.0,5,28,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5482,https://ostrovok.ru/hotel/russia/sochi/mid7631439/pansionat_akvamarin/,210.0,14600.0,2,7.0,2375,100,202.0,0,1,0,sochi,0.0,1.0,5,26,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
5484,https://ostrovok.ru/hotel/russia/sochi/mid7656521/zhemchug_hotel_/,240.0,1600.0,3,8.6,7860,148,90.0,1,0,0,sochi,0.0,1.0,5,46,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5485,https://ostrovok.ru/hotel/russia/sochi/mid7656535/margarita_guest_house/,340.0,24000.0,0,6.0,3206,15,14.0,0,0,0,sochi,0.0,1.0,3,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5486,https://ostrovok.ru/hotel/russia/sochi/mid7662745/yuzhanochka_guest_house/,480.0,14500.0,0,8.6,2565,12,13.0,0,1,0,sochi,0.0,1.0,5,21,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
5487,https://ostrovok.ru/hotel/russia/sochi/mid7665627/marcopolosochi_hotel/,910.0,47300.0,0,8.3,4808,7,21.0,1,3,0,sochi,0.0,1.0,5,38,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
5488,https://ostrovok.ru/hotel/russia/sochi/mid7669469/hostel_sochi_2/,470.0,48900.0,0,9.1,2905,14,7.0,0,0,0,sochi,0.0,1.0,5,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
5489,https://ostrovok.ru/hotel/russia/sochi/mid7672090/evropeysky_guest_house/,1800.0,48700.0,0,10.0,3206,18,24.0,1,2,0,sochi,1.0,1.0,5,38,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5490,https://ostrovok.ru/hotel/russia/sochi/mid7672110/radugaprestizh_hotel/,990.0,2400.0,3,8.1,4332,172,34.0,1,1,0,sochi,0.0,1.0,5,36,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5491,https://ostrovok.ru/hotel/russia/sochi/mid7672118/grand_elit_hotel/,470.0,48300.0,4,7.3,4754,11,18.0,1,4,0,sochi,0.0,1.0,5,62,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5492,https://ostrovok.ru/hotel/russia/sochi/mid7672187/znanie_health_resort_/,230.0,18100.0,3,8.0,19410,276,392.0,1,5,0,sochi,0.0,1.0,5,68,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5493,https://ostrovok.ru/hotel/russia/sochi/mid7672264/gavanadler_hotel/,150.0,17800.0,0,9.1,4808,17,14.0,0,1,0,sochi,0.0,1.0,5,39,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5494,https://ostrovok.ru/hotel/russia/sochi/mid7672346/gorka_guest_house/,370.0,49200.0,0,8.0,3206,0,22.0,1,1,0,sochi,0.0,1.0,5,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
5495,https://ostrovok.ru/hotel/russia/sochi/mid7672617/beliy_oryol_guest_house_/,350.0,18300.0,0,7.9,3206,15,18.0,0,0,0,sochi,0.0,1.0,5,19,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
5496,https://ostrovok.ru/hotel/russia/sochi/mid7674705/svetlana_villa_/,20.0,2200.0,0,8.0,4054,10,16.0,0,0,0,sochi,0.0,1.0,5,9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
5497,https://ostrovok.ru/hotel/russia/sochi/mid7676177/gostevoi_dom_lili/,3700.0,6700.0,0,10.0,3206,0,4.0,1,0,0,sochi,1.0,1.0,5,23,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
5498,https://ostrovok.ru/hotel/russia/sochi/mid7679478/otel_variant/,240.0,17400.0,2,7.3,2564,28,45.0,1,0,0,sochi,0.0,1.0,5,35,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
5499,https://ostrovok.ru/hotel/russia/sochi/mid7679810/victoria_otdykh/,220.0,47100.0,4,9.6,8278,6,80.0,1,2,0,sochi,0.0,1.0,5,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5500,https://ostrovok.ru/hotel/russia/sochi/mid7685945/vosmoe_nebo_hotel/,450.0,20100.0,0,7.5,4808,11,18.0,0,0,0,sochi,0.0,1.0,5,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5501,https://ostrovok.ru/hotel/russia/sochi/mid7686672/otel_van/,50.0,23200.0,0,7.3,4808,22,32.0,1,0,0,sochi,0.0,1.0,5,22,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5502,https://ostrovok.ru/hotel/russia/sochi/mid7687536/priza_hotel_2/,420.0,17000.0,0,8.8,1751,6,20.0,1,2,1,sochi,0.0,1.0,5,65,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5503,https://ostrovok.ru/hotel/russia/sochi/mid7690523/pioner_hotel_/,260.0,17300.0,1,8.0,4500,35,14.0,1,0,1,sochi,0.0,1.0,5,50,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5504,https://ostrovok.ru/hotel/russia/sochi/mid7705222/lensis_hotel/,330.0,22400.0,3,6.3,2731,48,116.0,0,1,0,sochi,0.0,1.0,5,45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5505,https://ostrovok.ru/hotel/russia/sochi/mid7705243/olga_guest_house/,270.0,18200.0,0,9.2,5000,2,12.0,0,0,0,sochi,0.0,1.0,5,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5506,https://ostrovok.ru/hotel/russia/sochi/mid7709078/weiler_hotel/,620.0,19300.0,4,9.6,10778,76,30.0,0,0,0,sochi,0.0,1.0,5,30,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5507,https://ostrovok.ru/hotel/russia/sochi/mid7709335/milana_gostevoi_dom/,480.0,23800.0,0,7.9,2100,50,9.0,0,0,0,sochi,0.0,1.0,5,30,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5508,https://ostrovok.ru/hotel/russia/sochi/mid7713132/greenhouse_hotel/,0.0,24500.0,0,8.5,7936,29,28.0,1,0,0,sochi,0.0,1.0,5,45,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5509,https://ostrovok.ru/hotel/russia/sochi/mid7717102/orchidea_guest_house/,610.0,46800.0,0,0.0,3206,0,9.0,0,0,0,sochi,0.0,1.0,5,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5510,https://ostrovok.ru/hotel/russia/sochi/mid7718542/_lacosta_guest_house/,0.0,17600.0,2,6.0,3215,10,28.0,0,1,0,sochi,0.0,1.0,5,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5511,https://ostrovok.ru/hotel/russia/sochi/mid7718643/villa_rauza_hotel/,320.0,18200.0,2,7.2,4570,3,46.0,0,0,0,sochi,0.0,1.0,5,25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5512,https://ostrovok.ru/hotel/russia/sochi/mid7721085/kottedzh_madlen/,70.0,18200.0,0,8.0,4375,4,20.0,1,1,0,sochi,0.0,1.0,5,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5513,https://ostrovok.ru/hotel/russia/sochi/mid7721086/iliada_guest_house/,80.0,21400.0,0,7.6,4980,108,42.0,0,1,0,sochi,0.0,1.0,5,32,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
5514,https://ostrovok.ru/hotel/russia/sochi/mid7725062/viktoria_3/,0.0,17700.0,0,7.0,4808,17,70.0,0,0,0,sochi,0.0,1.0,5,12,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5515,https://ostrovok.ru/hotel/russia/sochi/mid7725078/paradiz_hotel_2/,0.0,24500.0,3,8.6,4390,71,70.0,1,0,0,sochi,0.0,1.0,5,27,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
5516,https://ostrovok.ru/hotel/russia/sochi/mid7725095/mini_otel_edelveis/,450.0,20100.0,0,8.2,1877,10,18.0,1,0,0,sochi,0.0,1.0,5,19,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
5517,https://ostrovok.ru/hotel/russia/sochi/mid7725171/raduga_hotel_2/,270.0,23600.0,0,7.0,4808,6,29.0,0,0,0,sochi,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5518,https://ostrovok.ru/hotel/russia/sochi/mid7725190/miniotel_bliss_khaus/,250.0,23400.0,3,8.1,5216,55,22.0,1,2,0,sochi,0.0,1.0,5,57,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5519,https://ostrovok.ru/hotel/russia/sochi/mid7725217/gostevoi_dom_sofiia/,380.0,18800.0,2,5.7,4370,4,32.0,0,1,0,sochi,0.0,1.0,5,25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
5520,https://ostrovok.ru/hotel/russia/sochi/mid7725236/gostinitsa_flora/,240.0,19600.0,3,8.6,6397,21,16.0,1,2,0,sochi,0.0,1.0,5,55,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
